模型,参数组,主题编号,主题名称,专利数量,专利占比,TOP5主题词,主题关键词,代表专利
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",3,城市轨道交通 / 传感器,385,0.0385,检测装置、城市轨道交通、传感器、测试平台、试验,检测装置、城市轨道交通、传感器、测试平台、试验、测试装置,多接头线束电测试设备；一种交通管制电子监控设备；一种灵活检测汽车滤清器性能测试装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",4,反应釜 / 反应器 / 罐体,406,0.0406,反应釜、反应器、罐体、清洗装置、管道,反应釜、反应器、罐体、清洗装置、管道、除尘、电机,一种带自发电的输液管气泡检测装置；一种防水卷材切边机及卷材生产线；一种生物实验用试管的初步清洗装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",5,石墨 / 纳米 / 材料,525,0.0525,石墨、纳米、材料、催化剂、聚合物,石墨、纳米、材料、催化剂、聚合物、凝胶,一种可用于新能源汽车的润滑脂组合物及其制备方法；一种复合网版的制作方法；微米级多孔硫酸亚铁钠/碳复合正极材料及其制备的钠离子电池或钠电池
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",6,天线 / 基站 / 网络,185,0.0185,天线、基站、网络、频段、信号,天线、基站、网络、频段、信号、终端、核心网、滤波器,一种信息通信5G转换设备；一种交直流屏自诊断方法；5G专网投诉的识别方法、装置、设备、系统及存储介质
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",7,电池 / 新能源,315,0.0315,电池、新能源、汽车充电,电池、新能源、汽车充电,域控制电池管理系统；一种具有节能保温功能的电解铝用电解槽；光伏电池生产线的自动送料放料系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",8,打印机 / 光固化 / 线材,200,0.02,打印机、印刷、光固化、线材、耗材,打印机、印刷、光固化、线材、耗材,一种膜纸自动化印刷技术生产线结构；一种刮刀防撞机构；一种3D导航定位牙套及制作方法
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",9,机器人 / 关节,159,0.0159,机器人、关节,机器人、关节,一种机器人换电装置；一种智能遛狗机器人；一种内镜手术器械输送装置、控制方法及机器人系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",10,无人机 / 车辆 / 交通,239,0.0239,无人机、车辆、停车、交通、驾驶,无人机、车辆、停车、交通、驾驶、导航、飞行、道路、数据,一种基于无人机信息终端的可视化数字孪生高端装备系统；一种棉花打顶无人机的智能控制系统及方法；一种载人飞行器健康状态的数据智能监测处理平台
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",11,玻璃 / 口罩 / 包装袋,440,0.044,玻璃、口罩、包装袋、包装盒、研磨,玻璃、口罩、包装袋、包装盒、研磨、机架、包装设备,一种胶带生产用胶带粘度测试装置；一种玻璃胶生产用高速分散装置；一种用于超宽带系统中的陶瓷芯片天线
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",12,废水 / 垃圾 / 污水处理,477,0.0477,废水、垃圾、污水处理,废水、垃圾、污水处理,一种废水循环利用的自动洗车装置；一种基于开放空间大气污染治理装置；一种滤清器冲压片上料定位装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",13,路灯 / 灯杆 / 灯具,124,0.0124,路灯、灯杆、灯具、太阳能、信号灯,路灯、灯杆、灯具、太阳能、信号灯、灯罩、灯座、灯壳,基于物联网的太阳能LED交通信号灯及其智能联动系统；一种5G智慧城市用LED路灯；一种用于工业照明的光伏电力装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",14,电路 / 直流 / 储能,240,0.024,电路、直流、储能、电压、变换器,电路、直流、储能、电压、变换器、光伏,电力电子变压器的两级直流母线协调控制方法、装置；一种接入调相机的交直流混合新能源微电网系统；基于分布控制的锂离子储能电池热失控保护系统及方法
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",15,汽车 / 轮毂 / 新能源,504,0.0504,汽车、轮毂、新能源、电缆、电机,汽车、轮毂、新能源、电缆、电机、轨道、旋转平台、定子,一种用于吸塑机的自动捡片装置；一种适用于电解槽大修的滑移式安全护栏；一种基于帕尔贴效应的海岛风光互补水电联产装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",16,数据 / 故障 / 联网,243,0.0243,数据、预警、故障、联网、消防,数据、预警、故障、联网、消防,一种应急预警广播系统；一种基于人工智能的空气颗粒物分析预警方法和装置；一种光伏组件缺陷检测模型的可视化迭代生产系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",17,数据 / 联网 / 服务器,544,0.0544,数据、联网、服务器、业务、网络,数据、联网、服务器、业务、网络、终端、虚拟、攻击,带私有协议的数据处理取证的方法及装置；一种云会员信息管理系统、方法和存储平台；一种基于智能匹配的漏洞威胁发现方法及系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",18,农业 / 土壤 / 农产品,115,0.0115,农业、养殖、土壤、农产品、联网,农业、养殖、土壤、农产品、联网、病虫害,一种水电站高压输电线路驱鸟保护装置；一种基于物联网与云计算的鹅智能化精细饲喂系统及管控方法；一种基于物联网大数据的农业监控系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",19,蒸汽 / 换热器 / 石墨,425,0.0425,蒸汽、冷却装置、换热器、石墨、空调,蒸汽、冷却装置、换热器、石墨、空调、发热、热泵,一种陶瓷材料加工用热压烧结装置；MQ硅树脂生产用高效冷却装置；一种传热性能好的夹套盘管式上升管过热蒸汽发生器
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",20,混凝土 / 楼梯 / 钢梁,500,0.05,混凝土、施工平台、楼梯、钢梁、水泥,混凝土、施工平台、楼梯、钢梁、水泥、钢筋、电梯、建筑,一种用于施工现场的便携式施工平台；极片烘烤夹具；一种起重机安装维修安全平台
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",21,储能 / 光伏 / 负荷,223,0.0223,储能、光伏、负荷、电站、功率,储能、光伏、负荷、电站、功率、调频、配电网,基于人工智能的流体输送系统精确计量方法及计量装置；电子厂房电源保障系统实施方法；一种农村台区电压及线损问题的治理方法
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",22,食品 / 农药 / 加工机,424,0.0424,食品、农药、加工机、茶叶、饲料,食品、农药、加工机、茶叶、饲料、大米、原料,一种多功能食品检测装置；一种偶氮颜料连续化合成微混合器及其连续化制备方法；一种结构稳定的和面机
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",23,光伏 / 太阳能 / 屋面,346,0.0346,光伏、太阳能、屋面、边框、支架,光伏、太阳能、屋面、边框、支架,一种胶膜平整机构及光伏组件生产线；一种带有防尘接口结构的光伏并网逆变器；一种适合风沙地域防风固沙的光伏防风障
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",24,联网 / 显示屏 / 数据,409,0.0409,联网、显示屏、数据、人工智能、散热,联网、显示屏、数据、人工智能、散热、终端,一种房屋家具设计展示系统；一种基于智能仿真的牵引站运维管理系统；一种基于物联网的自动包装系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",25,激光 / 镜头 / 视觉,167,0.0167,激光、镜头、视觉、相机、摄像头,激光、镜头、视觉、相机、摄像头、波导,一种望远镜镜筒智能制造装置；一种激光成像设备以及激光成像方法；基于机器视觉的半导体致冷器件检测读取匹配系统及其方法
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",26,模具 / 板材 / 车床,362,0.0362,模具、切割装置、板材、服装、切割平台,模具、切割装置、板材、服装、切割平台、车床、刀具、切割机、冲压,一种用于生产带孔木底托的工装模具；一种机械制造用冲压车床；一种石墨烯面料纺织用经纱张力调节装置
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",27,水质 / 水表 / 水文,160,0.016,水质、水表、水文、取样、生态,水质、水表、水文、取样、生态、数据、流域,水面光伏发电系统电气性能及环境场的监测装置；液位测量装置及玻璃窑炉；水利数据管理系统
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",28,文本 / 存储介质 / 模型,362,0.0362,文本、存储介质、模型、图像、目标,文本、存储介质、模型、图像、目标、推荐、语音、人工智能、数据、视频,模型训练方法、数据处理方法、装置、电子设备及介质；人机客服的切换方法、装置、设备及存储介质；推荐方法、装置、设备及存储介质
Sentence-BERT + CETopic,"T=30, dim=5, method=tfidf_idfi",29,区块 / 交易 / 加密,251,0.0251,区块、交易、加密、节点、数据,区块、交易、加密、节点、数据、密钥、合约、认证,基于区块链的充电权分配方法以及充电权交易方法；一种基于车路协同的区块链拜占庭容错方法及系统；异构可信计算/可信奖惩模型扩展
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",0,茶叶 / 食品 / 菌素,122,0.0122,茶叶、农药残留、食品、快速检测、菌素,茶叶、农药残留、食品、快速检测、菌素、蛋白,一种多功能食品检测装置；一种果蔬新烟碱类农药残留多通道试纸检测装置；一种燕麦仁蛋白生产用提取装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",1,数据 / 车辆 / 图像,326,0.0326,数据、车辆、图像、驾驶、停车,数据、车辆、图像、驾驶、停车、导航、道路、虚拟,一种基于无人机信息终端的可视化数字孪生高端装备系统；一种适用于矩量法后处理的天线方向图可视化方法；一种基于人机距离的机器控制方法及控制系统
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",2,模具 / 包装盒 / 机架,573,0.0573,模具、送料、包装盒、机架、打磨,模具、送料、包装盒、机架、打磨、压线、气缸,一种用于生产带孔木底托的工装模具；一种机械制造用冲压车床；一种制动主缸皮碗的自动装配装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",3,储能 / 光伏 / 负荷,197,0.0197,储能、光伏、负荷、调频、配电网,储能、光伏、负荷、调频、配电网、电站、出力、模型、功率,基于人工智能的流体输送系统精确计量方法及计量装置；电子厂房电源保障系统实施方法；一种农村台区电压及线损问题的治理方法
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",4,蒸汽 / 换热器 / 石墨,429,0.0429,蒸汽、冷却装置、换热器、石墨、发热,蒸汽、冷却装置、换热器、石墨、发热、热泵、空调,一种陶瓷材料加工用热压烧结装置；MQ硅树脂生产用高效冷却装置；一种传热性能好的夹套盘管式上升管过热蒸汽发生器
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",5,光伏 / 屋面 / 边框,293,0.0293,光伏、屋面、边框、储能、太阳能,光伏、屋面、边框、储能、太阳能、支架,一种水电站高压输电线路驱鸟保护装置；一种胶膜平整机构及光伏组件生产线；一种带有防尘接口结构的光伏并网逆变器
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",6,打印机 / 光固化 / 耗材,203,0.0203,打印机、印刷、光固化、耗材、线材,打印机、印刷、光固化、耗材、线材,一种膜纸自动化印刷技术生产线结构；一种刮刀防撞机构；一种3D导航定位牙套及制作方法
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",7,无人机 / 激光 / 镜头,174,0.0174,无人机、激光、镜头、相机、摄像头,无人机、激光、镜头、相机、摄像头、光学、波导、飞行,一种望远镜镜筒智能制造装置；一种激光成像设备以及激光成像方法；一种棉花打顶无人机的智能控制系统及方法
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",8,区块 / 交易 / 加密,252,0.0252,区块、交易、加密、数据、节点,区块、交易、加密、数据、节点、合约、密钥、认证,基于区块链的充电权分配方法以及充电权交易方法；一种基于车路协同的区块链拜占庭容错方法及系统；异构可信计算/可信奖惩模型扩展
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",9,轨道交通 / 传感器,399,0.0399,轨道交通、检测装置、试验、测试装置、传感器,轨道交通、检测装置、试验、测试装置、传感器、测试平台,一种胶带生产用胶带粘度测试装置；多接头线束电测试设备；一种交通管制电子监控设备
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",10,石墨 / 材料 / 纳米,499,0.0499,石墨、材料、纳米、催化剂、聚合物,石墨、材料、纳米、催化剂、聚合物,一种可用于新能源汽车的润滑脂组合物及其制备方法；一种复合网版的制作方法；微米级多孔硫酸亚铁钠/碳复合正极材料及其制备的钠离子电池或钠电池
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",11,玻璃 / 口罩 / 包装袋,396,0.0396,玻璃、服装、口罩、包装袋、布料,玻璃、服装、口罩、包装袋、布料、塑料、喷涂、染色,一种玻璃胶生产用高速分散装置；一种石墨烯面料纺织用经纱张力调节装置；一种用于超宽带系统中的陶瓷芯片天线
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",12,文本 / 存储介质 / 模型,372,0.0372,文本、存储介质、模型、目标、图像,文本、存储介质、模型、目标、图像、推荐、语音、人工智能、数据、视频,模型训练方法、数据处理方法、装置、电子设备及介质；人机客服的切换方法、装置、设备及存储介质；推荐方法、装置、设备及存储介质
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",13,天线 / 基站 / 网络,190,0.019,天线、基站、网络、频段、信号,天线、基站、网络、频段、信号、终端、核心网、滤波器,一种信息通信5G转换设备；一种交直流屏自诊断方法；5G专网投诉的识别方法、装置、设备、系统及存储介质
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",14,混凝土 / 水泥 / 模具,338,0.0338,混凝土、水泥、模具、切割装置、切割平台,混凝土、水泥、模具、切割装置、切割平台、橡胶、切割机、板材、刀具,多段锯骨机；一种智能制造木料处理平台；一种铜铝复合双排连续挤压生产线及生产工艺
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",15,机器人 / 关节,160,0.016,机器人、关节,机器人、关节,一种机器人换电装置；一种智能遛狗机器人；一种内镜手术器械输送装置、控制方法及机器人系统
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",16,废水处理 / 污水处理 / 垃圾,508,0.0508,废水处理、污水处理、垃圾,废水处理、污水处理、垃圾,一种废水循环利用的自动洗车装置；一种基于开放空间大气污染治理装置；一种滤清器冲压片上料定位装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",17,数据 / 联网 / 网络,428,0.0428,数据、联网、网络、攻击、服务器,数据、联网、网络、攻击、服务器、业务、终端,带私有协议的数据处理取证的方法及装置；一种云会员信息管理系统、方法和存储平台；一种基于智能匹配的漏洞威胁发现方法及系统
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",18,电池 / 新能源 / 汽车,298,0.0298,电池、新能源、汽车,电池、新能源、汽车,域控制电池管理系统；一种新能源电池生产线电芯侧面贴胶设备；一种适用于严寒酷暑环境的新能源厢式移动应急充电车
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",19,水质 / 水表 / 水文,203,0.0203,取样、水质、水表、水文、联网,取样、水质、水表、水文、联网、数据、流域,水面光伏发电系统电气性能及环境场的监测装置；一种基于物联网与云计算的鹅智能化精细饲喂系统及管控方法；液位测量装置及玻璃窑炉
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",20,楼梯 / 钢梁 / 桥梁,512,0.0512,施工平台、楼梯、钢梁、桥梁、电梯,施工平台、楼梯、钢梁、桥梁、电梯、钢筋、底座、操作平台,一种用于施工现场的便携式施工平台；极片烘烤夹具；一种起重机安装维修安全平台
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",21,干细胞 / 蛋白 / 基因,316,0.0316,干细胞、蛋白、基因、及其应用、化合物,干细胞、蛋白、基因、及其应用、化合物、充质,一种促进围绝经期女性补钙的中药组方；一种防止土地盐碱化的肥料及其制备方法；一种脐带血干细胞储存系统及其储存方法
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",22,数据 / 联网 / 农业,321,0.0321,数据、联网、农业、预警、故障,数据、联网、农业、预警、故障、虚拟电厂,一种应急预警广播系统；一种基于人工智能的空气颗粒物分析预警方法和装置；一种光伏组件缺陷检测模型的可视化迭代生产系统
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",23,联网 / 数据 / 显示屏,407,0.0407,联网、数据、显示屏、人工智能、散热,联网、数据、显示屏、人工智能、散热、教学,一种房屋家具设计展示系统；一种基于智能仿真的牵引站运维管理系统；一种基于物联网的自动包装系统
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",24,管道 / 砂浆 / 洗衣机,365,0.0365,清洗装置、管道、砂浆、洗衣机、液压,清洗装置、管道、砂浆、洗衣机、液压、模具、箱体,一种带自发电的输液管气泡检测装置；一种防水卷材切边机及卷材生产线；一种生物实验用试管的初步清洗装置
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",25,太阳能 / 光伏 / 路灯,244,0.0244,太阳能、光伏、路灯、灯杆、灯具,太阳能、光伏、路灯、灯杆、灯具,基于物联网的太阳能LED交通信号灯及其智能联动系统；一种与防水混凝土屋面一体化浇筑的光伏太阳能装置；一种5G智慧城市用LED路灯
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",26,食品 / 农药 / 加工机,390,0.039,食品、农药、加工机、饲料、原料,食品、农药、加工机、饲料、原料、电机,一种偶氮颜料连续化合成微混合器及其连续化制备方法；一种结构稳定的和面机；智能食材搅拌设备
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",27,数据 / 业务 / 存储介质,374,0.0374,数据、业务、存储介质、目标、代码,数据、业务、存储介质、目标、代码、支付、日志、用户,一种图书荐购方法、装置、设备及存储介质；一种用于研究者发起的临床研究全数据平台综合评价系统；一种应用于智慧医疗大数据的网络安全分析方法及系统
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",28,轮毂 / 汽车 / 新能源,460,0.046,轮毂、汽车、新能源、电缆、电机,轮毂、汽车、新能源、电缆、电机、旋转平台、自行车、线束,一种自动翻转脱模装置；一种用于吸塑机的自动捡片装置；一种适用于电解槽大修的滑移式安全护栏
Sentence-BERT + CETopic,"T=30, dim=2, method=tfidf_idfi",29,电路 / 储能 / 直流,251,0.0251,电路、储能、直流、光伏、电压,电路、储能、直流、光伏、电压、变换器、逆变器,电力电子变压器的两级直流母线协调控制方法、装置；一种接入调相机的交直流混合新能源微电网系统；基于分布控制的锂离子储能电池热失控保护系统及方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",0,蛋白 / 基因 / 干细胞,303,0.0303,蛋白、基因、干细胞、及其应用、培养基,蛋白、基因、干细胞、及其应用、培养基、充质、提取物,一种促进围绝经期女性补钙的中药组方；一种防止土地盐碱化的肥料及其制备方法；一种抑制烘焙食品多元危害物生成的方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",1,轮毂 / 新能源 / 汽车,586,0.0586,轮毂、新能源、汽车、电机、旋转平台,轮毂、新能源、汽车、电机、旋转平台、齿轮,一种机械制造用冲压车床；一种自动翻转脱模装置；一种用于吸塑机的自动捡片装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",2,钢梁 / 楼梯 / 混凝土,429,0.0429,施工平台、钢梁、楼梯、混凝土、桥梁,施工平台、钢梁、楼梯、混凝土、桥梁、操作平台、装配式、底座、悬挑,一种用于施工现场的便携式施工平台；一种起重机安装维修安全平台；三七脱侧根及主根颗粒化一体装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",3,数据 / 联网 / 漏洞,354,0.0354,数据、监测系统、联网、预警、漏洞,数据、监测系统、联网、预警、漏洞,水面光伏发电系统电气性能及环境场的监测装置；一种基于智能匹配的漏洞威胁发现方法及系统；一种交直流屏自诊断方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",4,蒸汽 / 换热器 / 热交换器,437,0.0437,蒸汽、冷却装置、换热器、热交换器、热泵,蒸汽、冷却装置、换热器、热交换器、热泵、散热、炉体,一种陶瓷材料加工用热压烧结装置；MQ硅树脂生产用高效冷却装置；一种基于帕尔贴效应的海岛风光互补水电联产装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",5,联网 / 显示屏 / 摄像头,459,0.0459,联网、显示屏、摄像头、数据、网络安全,联网、显示屏、摄像头、数据、网络安全,一种基于物联网的自动包装系统；一种计算机使用的大数据运维装置；一种交通管制电子监控设备
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",6,传感器,385,0.0385,检测装置、检测平台、测试装置、检测设备、传感器,检测装置、检测平台、测试装置、检测设备、传感器、试验、测试平台,一种多功能食品检测装置；多接头线束电测试设备；一种果蔬新烟碱类农药残留多通道试纸检测装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",7,废水处理 / 除尘 / 垃圾桶,344,0.0344,废水处理、除尘、清洗装置、垃圾桶,废水处理、除尘、清洗装置、垃圾桶,一种废水循环利用的自动洗车装置；一种基于开放空间大气污染治理装置；一种生物实验用试管的初步清洗装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",8,联网 / 数据 / 业务,411,0.0411,联网、数据、业务、终端、网关,联网、数据、业务、终端、网关、服务器,一种房屋家具设计展示系统；一种基于智能仿真的牵引站运维管理系统；一种基于动态权限集的安卓特权提升攻击发现方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",9,石墨 / 催化剂 / 材料,277,0.0277,石墨、催化剂、材料、化合物、纳米,石墨、催化剂、材料、化合物、纳米、溶液、合成,微米级多孔硫酸亚铁钠/碳复合正极材料及其制备的钠离子电池或钠电池；一种汽油脱硫降烯烃催化剂及其制备方法；一种瑞卢戈利的制备方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",10,激光 / 路灯 / 光学,233,0.0233,激光、路灯、光学、波导、灯罩,激光、路灯、光学、波导、灯罩、灯具、透镜、光源、镜框,基于物联网的太阳能LED交通信号灯及其智能联动系统；一种望远镜镜筒智能制造装置；一种激光成像设备以及激光成像方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",11,机器人 / 无人机 / 关节,188,0.0188,机器人、无人机、关节,机器人、无人机、关节,一种基于无人机信息终端的可视化数字孪生高端装备系统；一种机器人换电装置；一种棉花打顶无人机的智能控制系统及方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",12,数据 / 服务器 / 云端,130,0.013,数据、服务器、云端、虚拟机、管理系统,数据、服务器、云端、虚拟机、管理系统、联网、终端、业务,一种云会员信息管理系统、方法和存储平台；一种基于物联网与云计算的鹅智能化精细饲喂系统及管控方法；计算请求的处理方法、智能终端、云服务器、设备及介质
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",13,节水 / 水箱 / 水资源,279,0.0279,喷灌、节水、水箱、灌溉装置、水资源,喷灌、节水、水箱、灌溉装置、水资源、水肥、雨水、水利工程,液位测量装置及玻璃窑炉；水利数据管理系统；一种新型延时切换出水装置及具有其的马桶
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",14,天线 / 基站 / 频段,191,0.0191,天线、基站、频段、信号、网络,天线、基站、频段、信号、网络、终端、核心网、滤波器,一种信息通信5G转换设备；一种5G智慧城市用LED路灯；5G专网投诉的识别方法、装置、设备、系统及存储介质
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",15,电池 / 新能源,265,0.0265,电池、新能源、汽车充电,电池、新能源、汽车充电,域控制电池管理系统；光伏电池生产线的自动送料放料系统；一种新能源电池生产线电芯侧面贴胶设备
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",16,图像 / 视频 / 存储介质,268,0.0268,图像、视频、存储介质、目标、语音,图像、视频、存储介质、目标、语音、模型、图片、人脸,一种3D导航定位牙套及制作方法；一种语音风格迁移方法、装置、电子设备及存储介质；一种适用于矩量法后处理的天线方向图可视化方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",17,食品 / 加工机 / 农药,344,0.0344,食品、加工机、农药、饲料、电机,食品、加工机、农药、饲料、电机,一种结构稳定的和面机；智能食材搅拌设备；一种饲料生产用冷却装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",18,模具 / 机架 / 切割机,655,0.0655,打磨、模具、机架、切割装置、切割机,打磨、模具、机架、切割装置、切割机、布料,一种用于生产带孔木底托的工装模具；一种胶带生产用胶带粘度测试装置；绝缘子R销复位装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",19,电缆 / 支架 / 底座,563,0.0563,电缆、支架、底座、螺纹、限位,电缆、支架、底座、螺纹、限位、夹具、线束、螺栓,一种玻璃胶生产用高速分散装置；极片烘烤夹具；一种石墨烯面料纺织用经纱张力调节装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",20,光伏 / 太阳能 / 屋面,320,0.032,光伏、太阳能、屋面、边框、支架,光伏、太阳能、屋面、边框、支架、屋顶,一种胶膜平整机构及光伏组件生产线；一种带有防尘接口结构的光伏并网逆变器；一种适合风沙地域防风固沙的光伏防风障
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",21,石墨 / 纳米 / 材料,285,0.0285,石墨、纳米、材料、纤维、面料,石墨、纳米、材料、纤维、面料、聚合物、抗菌、凝胶、陶瓷,一种复合网版的制作方法；一种偶氮颜料连续化合成微混合器及其连续化制备方法；一种用于超宽带系统中的陶瓷芯片天线
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",22,数据 / 存储介质 / 业务,340,0.034,数据、存储介质、业务、目标、电子设备,数据、存储介质、业务、目标、电子设备、文件、用户,带私有协议的数据处理取证的方法及装置；一种用于智慧城市的大数据存储装置；装载信息处理方法、装置、电子设备及存储介质
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",23,区块 / 交易 / 节点,226,0.0226,区块、交易、节点、加密、数据,区块、交易、节点、加密、数据、合约、密钥,基于区块链的充电权分配方法以及充电权交易方法；一种基于车路协同的区块链拜占庭容错方法及系统；异构可信计算/可信奖惩模型扩展
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",24,组分 / 水泥 / 材料,123,0.0123,组分、水泥、材料、重量、石墨,组分、水泥、材料、重量、石墨、树脂、混凝土、导热油,一种可用于新能源汽车的润滑脂组合物及其制备方法；超大粒径浮性发酵软颗粒饲料；一种阻燃尼龙组合物及其制备方法和应用
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",25,储能 / 电路 / 光伏,304,0.0304,储能、电路、光伏、直流、变换器,储能、电路、光伏、直流、变换器、电源、电压、电网,一种水电站高压输电线路驱鸟保护装置；电力电子变压器的两级直流母线协调控制方法、装置；一种方便低谷用电的洗衣机及其用电管理方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",26,打印机 / 线材 / 光固化,185,0.0185,打印机、线材、光固化、印刷机、耗材,打印机、线材、光固化、印刷机、耗材,一种膜纸自动化印刷技术生产线结构；一种刮刀防撞机构；一种远程数字3D打印装置
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",27,光伏 / 模型 / 储能,262,0.0262,光伏、模型、储能、负荷、数据,光伏、模型、储能、负荷、数据、电站、出力、调度,基于人工智能的流体输送系统精确计量方法及计量装置；电子厂房电源保障系统实施方法；一种农村台区电压及线损问题的治理方法
Sentence-BERT + CETopic,"T=30, dim=-1, method=tfidf_idfi",28,管道 / 液压 / 输送机,480,0.048,管道、液压、输送机、反应釜、农药,管道、液压、输送机、反应釜、农药、罐体,一种脐带血干细胞储存系统及其储存方法；一种制动主缸皮碗的自动装配装置；一种带自发电的输液管气泡检测装置
